,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00037323,99946-04-0,Isoboonein,C9H14O3,170.09429431,Caiophora coronata,Caiophora,KNApSAcK
1,C00044605,652145-41-0,Caiophoraenin,C11H18O5,230.11542369,Caiophora coronata,Caiophora,KNApSAcK
0,C00031346,58822-47-2,Secoxyloganin,C17H24O11,404.13186161,Loasa acerifolia,Loasa,KNApSAcK
0,C00010532,50334-38-8,Decaloside,C15H22O9,346.1263823,Mentzelia decapetala,Mentzelia,KNApSAcK
1,C00010533,83889-88-7,Loasaside,C15H22O8,330.13146768,Mentzelia decapetala,Mentzelia,KNApSAcK
2,C00010534,78808-68-1,Decapetaloside,C16H26O8,346.16276781,Mentzelia decapetala,Mentzelia,KNApSAcK
3,C00010539,83889-82-1,7-Chlorodeutziol,C15H23ClO9,382.10306004,Mentzelia decapetala,Mentzelia,KNApSAcK
4,C00010540,83889-89-8,Strictoside,C15H24O8,332.14711774,Mentzelia decapetala,Mentzelia,KNApSAcK
5,C00010613,41753-47-3,Mentzeloside,C15H22O9,346.1263823,Mentzelia decapetala,Mentzelia,KNApSAcK
0,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Baptisia nuttalliana,Nuttallia,KNApSAcK
1,C00001609,65601-04-9,14-Acetylbrowniine,C27H43NO8,509.29886736,Delphinium nuttallianum Pritz.,Nuttallia,KNApSAcK
2,C00001621,5140-42-1,Browniine,C25H41NO7,467.28830267,Delphinium nuttallianum Pritz.,Nuttallia,KNApSAcK
3,C00001627,7633-69-4,Condelphine,C25H39NO6,449.27773799,Delphinium nuttallianum Pritz.,Nuttallia,KNApSAcK
4,C00002207,486-89-5,(-)-Anagyrine,C15H20N2O,244.15756328,Baptisia nuttalliana,Nuttallia,KNApSAcK
5,C00002216,486-86-2,(-)-N-Methylcytisine,C12H16N2O,204.12626315,Baptisia nuttalliana,Nuttallia,KNApSAcK
6,C00002219,32101-29-4,"5,6-Dehydrolupanine",C15H22N2O,246.17321334,Baptisia nuttalliana,Nuttallia,KNApSAcK
7,C00002499,92-61-5,Scopoletin,C10H8O4,192.04225874,Baptisia nuttalliana,Nuttallia,KNApSAcK
8,C00002500,531-44-2,7-(beta-D-glucopyranosyloxy)-6-methoxycoumarin,C16H18O9,354.09508217,Baptisia nuttalliana,Nuttallia,KNApSAcK
9,C00002507,550-79-8,Afrormosin,C17H14O5,298.08412356,Baptisia nuttalliana,Nuttallia,KNApSAcK
10,C00002518,552-66-9,Daidzin,C21H20O9,416.11073224,Baptisia nuttalliana,Nuttallia,KNApSAcK
11,C00002525,485-72-3,Formononetin,C16H12O4,268.07355887,Baptisia nuttalliana,Nuttallia,KNApSAcK
12,C00002526,446-72-0,Genistein,C15H10O5,270.05282343,Baptisia nuttalliana,Nuttallia,KNApSAcK
13,C00002528,529-59-9,Genistein 7-O-glucoside,C21H20O10,432.10564686,Baptisia nuttalliana,Nuttallia,KNApSAcK
14,C00003800,2196-14-7,"7,4'-Dihydroxyflavone",C15H10O4,254.05790881,Baptisia nuttalliana,Nuttallia,KNApSAcK
15,C00003825,2150-11-0,"3',4',7-Trihydroxyflavone",C15H10O5,270.05282343,Baptisia nuttalliana,Nuttallia,KNApSAcK
16,C00005128,16290-10-1,Resokaempferol 7-glucoside,C21H20O10,432.10564686,Baptisia nuttalliana,Nuttallia,KNApSAcK
17,C00005301,100272-55-7,Fisetin 7-glucoside,C21H20O11,448.10056148,Baptisia nuttalliana,Nuttallia,KNApSAcK
